"home_team","away_team","def_team_q1","def_team_q3","def_team_ot","def_direction_q1","def_direction_q3","def_direction_ot","game_id"
"ATL","LA","LA","ATL",NA,"west","east",NA,"LA_ATL_2019"
"BUF","MIA","MIA","BUF",NA,"east","west",NA,"MIA_BUF_2019"
"CIN","JAX","CIN","JAX",NA,"south",NA,NA,"JAX_CIN_2019"
"DET","MIN","MIN","DET",NA,"east","east",NA,"MIN_DET_2019"
"GB","OAK","GB","OAK",NA,"north",NA,NA,"OAK_GB_2019"
"IND","HST","IND","HST",NA,"south","south",NA,"HST_IND_2019"
"NYG","ARZ","NYG","ARZ",NA,"south","south",NA,"ARZ_NYG_2019"
"WAS","SF","SF","WAS",NA,"east","west",NA,"SF_WAS_2019"
"TEN","LAC","TEN","LAC",NA,"north","south",NA,"LAC_TEN_2019"
"CHI","NO","NO",NA,NA,"north",NA,NA,"NO_CHI_2019"
"SEA","BAL","SEA","BLT",NA,"south","south",NA,"BAL_SEA_2019"
"DAL","PHI","DAL","PHI",NA,"east","west",NA,"PHI_DAL_2019"
"NYJ","NE","NYJ","NE",NA,"south","south",NA,"NE_NYJ_2019"
"MIN","WAS","WAS","MIN",NA,"east",NA,NA,"WAS_MIN_2019"
"ATL","SEA","ATL","SEA",NA,"east","west",NA,"SEA_ATL_2019"
"BUF","PHI","PHI","BUF",NA,"west","east",NA,"PHI_BUF_2019"
"CHI","LAC","CHI","LAC",NA,"south",NA,NA,"LAC_CHI_2019"
"DET","NYG","DET","NYG",NA,"east","west",NA,"NYG_DET_2019"
"HST","OAK","HST","OAK",NA,"south","south",NA,"OAK_HST_2019"
"JAX","NYJ","NYJ","JAX",NA,"south",NA,NA,"NYJ_JAX_2019"
"LA","CIN","LA","CIN",NA,"east",NA,NA,"CIN_LA_2019"
"NO","ARZ","ARZ","NO",NA,"north","south",NA,"ARZ_NO_2019"
"TEN","TB","TEN","TB",NA,"south","south",NA,"TB_TEN_2019"
"SF","CAR","CAR","SF",NA,"south","south",NA,"CAR_SF_2019"
"IND","DEN","DEN","IND",NA,"south","south",NA,"DEN_IND_2019"
"NE","CLV","CLV","NE",NA,"south","north",NA,"CLV_NE_2019"
"KC","GB","KC","GB",NA,"west","east",NA,"GB_KC_2019"
"PIT","MIA","PIT","MIA",NA,"south","south",NA,"MIA_PIT_2019"
"ARZ","SF","SF","ARZ",NA,"north","north",NA,"SF_ARZ_2019"
"JAX","HST","JAX","HST",NA,"east",NA,NA,"HST_JAX_2019"
"BUF","WAS","BUF","WAS",NA,"west","west",NA,"WAS_BUF_2019"
"CAR","TEN","TEN",NA,NA,"east",NA,NA,"TEN_CAR_2019"
"KC","MIN","KC","MIN",NA,"east","west",NA,"MIN_KC_2019"
"MIA","NYJ","MIA","NYJ",NA,"west",NA,NA,"NYJ_MIA_2019"
"PHI","CHI","PHI","CHI",NA,"south","north",NA,"CHI_PHI_2019"
"PIT","IND","IND","PIT",NA,"south","north",NA,"IND_PIT_2019"
"OAK","DET","OAK","DET",NA,"south","north",NA,"DET_OAK_2019"
"SEA","TB","SEA","TB","TB","north","south","north","TB_SEA_2019"
"DEN","CLV","CLV","DEN",NA,"south",NA,NA,"CLV_DEN_2019"
"LAC","GB","GB","LAC",NA,"south","north",NA,"GB_LAC_2019"
"BLT","NE","NE","BLT",NA,"west","east",NA,"NE_BLT_2019"
"NYG","DAL","NYG","DAL",NA,"north","south",NA,"DAL_NYG_2019"
"OAK","LAC","OAK","LAC",NA,"south","south",NA,"LAC_OAK_2019"
"CHI","DET","CHI",NA,NA,"north",NA,NA,"DET_CHI_2019"
"CIN","BAL","CIN","BLT",NA,"south",NA,NA,"BAL_CIN_2019"
"CLV","BUF","BUF","CLV",NA,"east","west",NA,"BUF_CLV_2019"
"GB","CAR","GB","CAR",NA,"south",NA,NA,"CAR_GB_2019"
"NO","ATL","NO","ATL",NA,"south","south",NA,"ATL_NO_2019"
"NYJ","NYG","NYG","NYJ",NA,"south","south",NA,"NYG_NYJ_2019"
"TB","ARZ","ARZ","TB",NA,"south","north",NA,"ARZ_TB_2019"
"TEN","KC","TEN","KC",NA,"north","south",NA,"KC_TEN_2019"
"IND","MIA","IND","MIA",NA,"north","south",NA,"MIA_IND_2019"
"PIT","LA","LA","PIT",NA,"south","north",NA,"LA_PIT_2019"
"DAL","MIN","MIN","DAL",NA,"east",NA,NA,"MIN_DAL_2019"
"SF","SEA","SEA","SF","SF","south","south","north","SEA_SF_2019"
"CLV","PIT","CLV","PIT",NA,"east","east",NA,"PIT_CLV_2019"
"BLT","HST","BLT","HST",NA,"west",NA,NA,"HST_BLT_2019"
"CAR","ATL","CAR","ATL",NA,"east","west",NA,"ATL_CAR_2019"
"DET","DAL","DET","DAL",NA,"east","west",NA,"DAL_DET_2019"
"IND","JAX","IND","JAX",NA,"south","south",NA,"JAX_IND_2019"
"MIA","BUF","MIA","BUF",NA,"west","west",NA,"BUF_MIA_2019"
"MIN","DEN","MIN","DEN",NA,"west",NA,NA,"DEN_MIN_2019"
"TB","NO","TB","NO",NA,"north","south",NA,"NO_TB_2019"
"WAS","NYJ","WAS","NYJ",NA,"east","west",NA,"NYJ_WAS_2019"
"SF","ARZ","SF","ARZ",NA,"north","north",NA,"ARZ_SF_2019"
"OAK","CIN","CIN","OAK",NA,"south","north",NA,"CIN_OAK_2019"
"PHI","NE","NE","PHI",NA,"north","south",NA,"NE_PHI_2019"
"LA","CHI","LA","CHI",NA,"east","west",NA,"CHI_LA_2019"
"LAC","KC","KC","LAC",NA,"north",NA,NA,"KC_LAC_2019"
"HST","IND","HST","IND",NA,"north","north",NA,"IND_HST_2019"
"ATL","TB","TB","ATL",NA,"east","west",NA,"TB_ATL_2019"
"BUF","DEN","BUF","DEN",NA,"west","east",NA,"DEN_BUF_2019"
"CHI","NYG","CHI","NYG",NA,"south","south",NA,"NYG_CHI_2019"
"CIN","PIT","PIT","CIN",NA,"north",NA,NA,"PIT_CIN_2019"
"CLV","MIA","MIA","CLV",NA,"east","east",NA,"MIA_CLV_2019"
"NO","CAR","CAR","NO",NA,"north","south",NA,"CAR_NO_2019"
"NYJ","OAK","NYJ","OAK",NA,"north",NA,NA,"OAK_NYJ_2019"
"WAS","DET","DET","WAS",NA,"west","west",NA,"DET_WAS_2019"
"TEN","JAX","TEN","JAX",NA,"south","north",NA,"JAX_TEN_2019"
"NE","DAL","NE","DAL",NA,"north","south",NA,"DAL_NE_2019"
"SF","GB","SF","GB",NA,"north","north",NA,"GB_SF_2019"
"PHI","SEA","SEA","PHI",NA,"south","north",NA,"SEA_PHI_2019"
"LA","BAL","BLT","LA",NA,"west","east",NA,"BAL_LA_2019"
"DET","CHI","DET","CHI",NA,"east","east",NA,"CHI_DET_2019"
"DAL","BUF","BUF","DAL",NA,"west","east",NA,"BUF_DAL_2019"
"ATL","NO","NO","ATL",NA,"east","west",NA,"NO_ATL_2019"
"BLT","SF","BLT","SF",NA,"west","west",NA,"SF_BLT_2019"
"CAR","WAS","WAS","CAR",NA,"east",NA,NA,"WAS_CAR_2019"
"CIN","NYJ","CIN","NYJ",NA,NA,NA,NA,"NYJ_CIN_2019"
"IND","TEN","IND","TEN",NA,"south","south",NA,"TEN_IND_2019"
"JAX","TB","JAX","TB",NA,"north",NA,NA,"TB_JAX_2019"
"KC","OAK","KC","OAK",NA,"west","east",NA,"OAK_KC_2019"
"MIA","PHI","PHI","MIA",NA,"west",NA,NA,"PHI_MIA_2019"
"NYG","GB","GB","NYG",NA,"north","south",NA,"GB_NYG_2019"
"ARZ","LA","ARZ","LA",NA,"south","south",NA,"LA_ARZ_2019"
"DEN","LAC","LAC","DEN",NA,"south",NA,NA,"LAC_DEN_2019"
"PIT","CLV","PIT","CLV",NA,"south","north",NA,"CLV_PIT_2019"
"HST","NE","NE","HST",NA,"north","north",NA,"NE_HST_2019"
"SEA","MIN","MIN","SEA",NA,"north","north",NA,"MIN_SEA_2019"
"CHI","DAL","CHI",NA,NA,"south",NA,NA,"DAL_CHI_2019"
"ATL","CAR","CAR","ATL",NA,"east","west",NA,"CAR_ATL_2019"
"BUF","BAL","BLT","BUF",NA,"east","west",NA,"BAL_BUF_2019"
"CLV","CIN","CLV","CIN",NA,"east","west",NA,"CIN_CLV_2019"
"GB","WAS","GB","WAS",NA,"north",NA,NA,"WAS_GB_2019"
"HST","DEN","DEN","HST",NA,"south","south",NA,"DEN_HST_2019"
"MIN","DET","MIN","DET",NA,"west",NA,NA,"DET_MIN_2019"
"NO","SF","SF","NO",NA,"north","south",NA,"SF_NO_2019"
"NYJ","MIA","MIA","NYJ",NA,"south","north",NA,"MIA_NYJ_2019"
"TB","IND","IND","TB",NA,"north","north",NA,"IND_TB_2019"
"JAX","LAC","LAC","JAX",NA,"south",NA,NA,"LAC_JAX_2019"
"ARZ","PIT","PIT","ARZ",NA,"north","south",NA,"PIT_ARZ_2019"
"NE","KC","KC","NE",NA,"south","south",NA,"KC_NE_2019"
"OAK","TEN","OAK","TEN",NA,"south","north",NA,"TEN_OAK_2019"
"LA","SEA","LA","SEA",NA,"east","east",NA,"SEA_LA_2019"
"PHI","NYG","NYG","PHI","NYG","north","south","south","NYG_PHI_2019"
"BLT","NYJ","BLT","NYJ",NA,"west","west",NA,"NYJ_BLT_2019"
"CAR","SEA","CAR",NA,NA,"east",NA,NA,"SEA_CAR_2019"
"CIN","NE","CIN","NE",NA,"south",NA,NA,"NE_CIN_2019"
"DET","TB","DET","TB",NA,"east","east",NA,"TB_DET_2019"
"GB","CHI","GB","CHI",NA,"north",NA,NA,"CHI_GB_2019"
"KC","DEN","KC","DEN",NA,"west","east",NA,"DEN_KC_2019"
"NYG","MIA","NYG","MIA",NA,"north","south",NA,"MIA_NYG_2019"
"PIT","BUF","PIT","BUF",NA,"north","north",NA,"BUF_PIT_2019"
"TEN","HST","TEN","HST",NA,"north","north",NA,"HST_TEN_2019"
"WAS","PHI","PHI","WAS",NA,"west","west",NA,"PHI_WAS_2019"
"ARZ","CLV","CLV","ARZ",NA,"south","south",NA,"CLV_ARZ_2019"
"OAK","JAX","JAX","OAK",NA,"south","north",NA,"JAX_OAK_2019"
"DAL","LA","DAL","LA",NA,"east","west",NA,"LA_DAL_2019"
"SF","ATL","SF","ATL",NA,"north","south",NA,"ATL_SF_2019"
"LAC","MIN","LAC","MIN",NA,"north","south",NA,"MIN_LAC_2019"
"NO","IND","NO","IND",NA,"south","north",NA,"IND_NO_2019"
"DEN","DET","DEN","DET",NA,"north",NA,NA,"DET_DEN_2019"
"LAC","OAK","OAK","LAC",NA,"north","south",NA,"OAK_LAC_2019"
"NE","BUF","BUF","NE",NA,"north","south",NA,"BUF_NE_2019"
"SF","LA","SF","LA",NA,"south","north",NA,"LA_SF_2019"
"TB","HST","HST","TB",NA,"south","north",NA,"HST_TB_2019"
"ATL","JAX","JAX","ATL",NA,"west","west",NA,"JAX_ATL_2019"
"CLV","BAL","BAL","CLV",NA,"east","west",NA,"BAL_CLV_2019"
"IND","CAR","IND","CAR",NA,"south","north",NA,"CAR_IND_2019"
"MIA","CIN","CIN","MIA","CIN","east",NA,"","CIN_MIA_2019"
"NYJ","PIT","PIT","NYJ",NA,"south",NA,NA,"PIT_NYJ_2019"
"TEN","NO","NO","TEN",NA,"north","north",NA,"NO_TEN_2019"
"WAS","NYG","WAS","NYG","WAS","east","east","east","NYG_WAS_2019"
"PHI","DAL","DAL","PHI",NA,"south","north",NA,"DAL_PHI_2019"
"SEA","ARZ","SEA","ARZ",NA,"south","south",NA,"ARZ_SEA_2019"
"CHI","KC","KC","CHI",NA,"south",NA,NA,"KC_CHI_2019"
"MIN","GB","MIN","GB",NA,"west",NA,NA,"GB_MIN_2019"
"BLT","PIT","PIT","BLT",NA,"west","east",NA,"PIT_BLT_2019"
"BUF","NYJ","BUF","NYJ",NA,"west","east",NA,"NYJ_BUF_2019"
"CAR","NO","CAR","NO",NA,"west","east",NA,"NO_CAR_2019"
"CIN","CLV","CIN","CLV",NA,"south",NA,NA,"CLV_CIN_2019"
"DAL","WAS","WAS","DAL",NA,NA,"west",NA,"WAS_DAL_2019"
"DET","GB","GB","DET",NA,"east","east",NA,"GB_DET_2019"
"HST","TEN","TEN","HST",NA,"south","south",NA,"TEN_HST_2019"
"JAX","IND","JAX","IND",NA,"north",NA,NA,"IND_JAX_2019"
"KC","LAC","KC","LAC",NA,"east","west",NA,"LAC_KC_2019"
"MIN","CHI","CHI","MIN",NA,"west",NA,NA,"CHI_MIN_2019"
"NE","MIA","NE","MIA",NA,"south","south",NA,"MIA_NE_2019"
"NYG","PHI","NYG","PHI",NA,"south","north",NA,"PHI_NYG_2019"
"TB","ATL","TB","ATL","ATL","north","south","north","ATL_TB_2019"
"DEN","OAK","OAK","DEN",NA,"south",NA,NA,"OAK_DEN_2019"
"LA","ARZ","ARZ","LA",NA,"west","west",NA,"ARZ_LA_2019"
"SEA","SF","SF","SEA",NA,"north","north",NA,"SF_SEA_2019"
