"home_team","away_team","def_team_q1","def_team_q3","def_team_ot","def_direction_q1","def_direction_q3","def_direction_ot","game_id"
"SEA","SF","SF","SEA",NA,"south","south",NA,"SF_SEA_2017"
"ATL","GB","GB","ATL",NA,"west","west",NA,"GB_ATL_2017"
"NYG","DET","NYG","DET",NA,"south","south",NA,"DET_NYG_2017"
"SF","LA","LA","SF",NA,"south","south",NA,"LA_SF_2017"
"JAX","BAL","JAX","BLT",NA,"west",NA,NA,"BAL_JAX_2017"
"BUF","DEN","BUF","DEN",NA,"west","east",NA,"DEN_BUF_2017"
"CAR","NO","NO","CAR",NA,"east","west",NA,"NO_CAR_2017"
"CHI","PIT","CHI","PIT","PIT","south","south","south","PIT_CHI_2017"
"DET","ATL","DET","ATL",NA,"west","west",NA,"ATL_DET_2017"
"IND","CLV","IND","CLV",NA,"north","north",NA,"CLV_IND_2017"
"MIN","TB","TB","MIN",NA,"west",NA,NA,"TB_MIN_2017"
"NE","HST","NE","HST",NA,"south","north",NA,"HST_NE_2017"
"NYJ","MIA","MIA","NYJ",NA,"east",NA,NA,"MIA_NYJ_2017"
"PHI","NYG","NYG","PHI",NA,"south","north",NA,"NYG_PHI_2017"
"TEN","SEA","SEA","TEN",NA,"north","south",NA,"SEA_TEN_2017"
"GB","CIN","GB","CIN","GB","north",NA,"north","CIN_GB_2017"
"LAC","KC","KC","LAC",NA,"south","north",NA,"KC_LAC_2017"
"WAS","OAK","WAS","OAK",NA,"east","west",NA,"OAK_WAS_2017"
"ARZ","DAL","DAL","ARZ",NA,"north","south",NA,"DAL_ARZ_2017"
"GB","CHI","CHI","GB",NA,"north",NA,NA,"CHI_GB_2017"
"MIA","NO","NO","MIA",NA,"east",NA,NA,"NO_MIA_2017"
"ATL","BUF","BUF","ATL",NA,"west","west",NA,"BUF_ATL_2017"
"BLT","PIT","PIT","BLT",NA,"west",NA,NA,"PIT_BLT_2017"
"CLV","CIN","CIN","CLV",NA,"east","west",NA,"CIN_CLV_2017"
"DAL","LA","LA","DAL",NA,"south","south",NA,"LA_DAL_2017"
"HST","TEN","HST","TEN",NA,"south","south",NA,"TEN_HST_2017"
"MIN","DET","MIN","DET",NA,"east",NA,NA,"DET_MIN_2017"
"NE","CAR","CAR","NE",NA,"north","south",NA,"CAR_NE_2017"
"NYJ","JAX","JAX","NYJ","NYJ","east","east","east","JAX_NYJ_2017"
"ARZ","SF","SF","ARZ","ARZ","north","north","south","SF_ARZ_2017"
"LAC","PHI","PHI","LAC",NA,"north","south",NA,"PHI_LAC_2017"
"TB","NYG","TB","NYG",NA,"south","south",NA,"NYG_TB_2017"
"DEN","OAK","OAK","DEN",NA,NA,"north",NA,"OAK_DEN_2017"
"SEA","IND","SEA","IND",NA,"north","north",NA,"IND_SEA_2017"
"KC","WAS","KC","WAS",NA,"east","west",NA,"WAS_KC_2017"
"TB","NE","TB","NE",NA,"north","south",NA,"NE_TB_2017"
"CIN","BUF","BUF","CIN",NA,"south","north",NA,"BUF_CIN_2017"
"CLV","NYJ","CLV","NYJ",NA,"west","west",NA,"NYJ_CLV_2017"
"DET","CAR","CAR","DET",NA,"east","east",NA,"CAR_DET_2017"
"IND","SF","SF","IND","SF","north","north","north","SF_IND_2017"
"MIA","TEN","MIA","TEN",NA,"west",NA,NA,"TEN_MIA_2017"
"NYG","LAC","NYG","LAC",NA,"south","north",NA,"LAC_NYG_2017"
"PHI","ARZ","PHI","ARZ",NA,"south","south",NA,"ARZ_PHI_2017"
"PIT","JAX","PIT","JAX",NA,"north","south",NA,"JAX_PIT_2017"
"LA","SEA","LA","SEA",NA,"east",NA,NA,"SEA_LA_2017"
"OAK","BAL","OAK","BLT",NA,"south","north",NA,"BAL_OAK_2017"
"DAL","GB","GB","DAL",NA,"south","south",NA,"GB_DAL_2017"
"HST","KC","HST","KC",NA,"north","south",NA,"KC_HST_2017"
"CHI","MIN","MIN","CHI",NA,"north","south",NA,"MIN_CHI_2017"
"CAR","PHI","CAR","PHI",NA,"east","east",NA,"PHI_CAR_2017"
"ATL","MIA","MIA","ATL",NA,"east","west",NA,"MIA_ATL_2017"
"BLT","CHI","CHI","BLT","BLT","east","west","east","CHI_BLT_2017"
"HST","CLV","CLV","HST",NA,"north","north",NA,"CLV_HST_2017"
"MIN","GB","MIN","GB",NA,"west",NA,NA,"GB_MIN_2017"
"NO","DET","DET","NO",NA,"south","south",NA,"DET_NO_2017"
"NYJ","NE","NE","NYJ",NA,"east",NA,NA,"NE_NYJ_2017"
"WAS","SF","SF","WAS",NA,"east","west",NA,"SF_WAS_2017"
"ARZ","TB","TB","ARZ",NA,"north","north",NA,"TB_ARZ_2017"
"JAX","LA","JAX","LA",NA,"south","south",NA,"LA_JAX_2017"
"KC","PIT","KC","PIT",NA,"west","east",NA,"PIT_KC_2017"
"OAK","LAC","OAK","LAC",NA,"south","south",NA,"LAC_OAK_2017"
"DEN","NYG","NYG","DEN",NA,"south","north",NA,"NYG_DEN_2017"
"TEN","IND","IND","TEN",NA,"north","south",NA,"IND_TEN_2017"
"OAK","KC","OAK","KC",NA,"south","north",NA,"KC_OAK_2017"
"BUF","TB","BUF","TB",NA,"west","east",NA,"TB_BUF_2017"
"CHI","CAR","CHI","CAR",NA,"north","north",NA,"CAR_CHI_2017"
"CLV","TEN","CLV","TEN","TEN","east","east","west","TEN_CLV_2017"
"GB","NO","NO","GB",NA,"south",NA,NA,"NO_GB_2017"
"IND","JAX","IND","JAX",NA,"north","south",NA,"JAX_IND_2017"
"LA","ARZ","LA","ARZ",NA,"west",NA,NA,"ARZ_LA_2017"
"MIA","NYJ","MIA","NYJ",NA,"east","west",NA,"NYJ_MIA_2017"
"MIN","BAL","MIN","BLT",NA,"west",NA,NA,"BAL_MIN_2017"
"PIT","CIN","CIN","PIT",NA,"south","north",NA,"CIN_PIT_2017"
"SF","DAL","SF","DAL",NA,"north","south",NA,"DAL_SF_2017"
"LAC","DEN","LAC","DEN",NA,"south","north",NA,"DEN_LAC_2017"
"NYG","SEA","NYG","SEA",NA,"south","north",NA,"SEA_NYG_2017"
"NE","ATL","ATL","NE",NA,"north","south",NA,"ATL_NE_2017"
"PHI","WAS","PHI","WAS",NA,"north","south",NA,"WAS_PHI_2017"
"BLT","MIA","BLT","MIA",NA,"east","east",NA,"MIA_BLT_2017"
"CLV","MIN","CLV","MIN",NA,"east",NA,NA,"MIN_CLV_2017"
"BUF","OAK","BUF","OAK",NA,"east","east",NA,"OAK_BUF_2017"
"CIN","IND","CIN","IND",NA,"north","south",NA,"IND_CIN_2017"
"NE","LAC","NE","LAC",NA,"north","north",NA,"LAC_NE_2017"
"NO","CHI","CHI","NO",NA,"north","north",NA,"CHI_NO_2017"
"NYJ","ATL","ATL","NYJ",NA,"west","east",NA,"ATL_NYJ_2017"
"PHI","SF","PHI","SF",NA,"south","south",NA,"SF_PHI_2017"
"TB","CAR","CAR","TB",NA,"north","south",NA,"CAR_TB_2017"
"SEA","HST","SEA","HST",NA,"north","south",NA,"HST_SEA_2017"
"WAS","DAL","WAS","DAL",NA,"west","east",NA,"DAL_WAS_2017"
"DET","PIT","DET","PIT",NA,"west","east",NA,"PIT_DET_2017"
"KC","DEN","KC","DEN",NA,"east","west",NA,"DEN_KC_2017"
"NYJ","BUF","BUF","NYJ",NA,"west","west",NA,"BUF_NYJ_2017"
"CAR","ATL","CAR","ATL",NA,"west","west",NA,"ATL_CAR_2017"
"HST","IND","IND","HST",NA,"north","north",NA,"IND_HST_2017"
"JAX","CIN","CIN","JAX",NA,"south","north",NA,"CIN_JAX_2017"
"NO","TB","TB","NO",NA,"south","south",NA,"TB_NO_2017"
"NYG","LA","LA","NYG",NA,"north","south",NA,"LA_NYG_2017"
"PHI","DEN","PHI","DEN",NA,"north","south",NA,"DEN_PHI_2017"
"TEN","BAL","BLT","TEN",NA,"south","north",NA,"BAL_TEN_2017"
"SF","ARZ","SF","ARZ",NA,"north","south",NA,"ARZ_SF_2017"
"SEA","WAS","SEA","WAS",NA,"north","north",NA,"WAS_SEA_2017"
"DAL","KC","KC","DAL",NA,"north","south",NA,"KC_DAL_2017"
"MIA","OAK","MIA","OAK",NA,"east",NA,NA,"OAK_MIA_2017"
"GB","DET","DET","GB",NA,"north",NA,NA,"DET_GB_2017"
"ARZ","SEA","ARZ","SEA",NA,"south","south",NA,"SEA_ARZ_2017"
"BUF","NO","NO","BUF",NA,"east","west",NA,"NO_BUF_2017"
"CHI","GB","GB","CHI",NA,"south","south",NA,"GB_CHI_2017"
"DET","CLV","CLV","DET",NA,"west","west",NA,"CLV_DET_2017"
"IND","PIT","IND","PIT",NA,"north","north",NA,"PIT_IND_2017"
"JAX","LAC","JAX","LAC","LAC","south","south","south","LAC_JAX_2017"
"TB","NYJ","TB","NYJ",NA,"north","north",NA,"NYJ_TB_2017"
"TEN","CIN","TEN","CIN",NA,"south","south",NA,"CIN_TEN_2017"
"WAS","MIN","MIN","WAS",NA,"west","east",NA,"MIN_WAS_2017"
"LA","HST","LA","HST",NA,"east",NA,NA,"HST_LA_2017"
"ATL","DAL","ATL","DAL",NA,"west","west",NA,"DAL_ATL_2017"
"SF","NYG","NYG","SF",NA,"south","south",NA,"NYG_SF_2017"
"DEN","NE","DEN","NE",NA,NA,"north",NA,"NE_DEN_2017"
"CAR","MIA","CAR","MIA",NA,"east","west",NA,"MIA_CAR_2017"
"PIT","TEN","TEN","PIT",NA,"north","north",NA,"TEN_PIT_2017"
"CHI","DET","DET","CHI",NA,"north","north",NA,"DET_CHI_2017"
"CLV","JAX","JAX","CLV",NA,"east","west",NA,"JAX_CLV_2017"
"GB","BAL","BLT","GB",NA,"south",NA,NA,"BAL_GB_2017"
"HST","ARZ","HST","ARZ",NA,"south","north",NA,"ARZ_HST_2017"
"MIN","LA","MIN","LA",NA,"west",NA,NA,"LA_MIN_2017"
"NO","WAS","WAS","NO","NO","north","south","north","WAS_NO_2017"
"NYG","KC","NYG","KC","NYG","south",NA,"south","KC_NYG_2017"
"LAC","BUF","LAC","BUF",NA,"north","south",NA,"BUF_LAC_2017"
"DEN","CIN","CIN","DEN",NA,NA,"south",NA,"CIN_DEN_2017"
"OAK","NE","NE","OAK",NA,"north","south",NA,"NE_OAK_2017"
"DAL","PHI","PHI","DAL",NA,"north","south",NA,"PHI_DAL_2017"
"SEA","ATL","SEA","ATL",NA,"north","south",NA,"ATL_SEA_2017"
"DET","MIN","MIN","DET",NA,"west","west",NA,"MIN_DET_2017"
"DAL","LAC","LAC","DAL",NA,"south","south",NA,"LAC_DAL_2017"
"WAS","NYG","WAS","NYG",NA,"east","west",NA,"NYG_WAS_2017"
"ATL","TB","ATL","TB",NA,"west","east",NA,"TB_ATL_2017"
"CIN","CLV","CIN","CLV",NA,"south","south",NA,"CLV_CIN_2017"
"IND","TEN","TEN","IND",NA,"north","south",NA,"TEN_IND_2017"
"KC","BUF","KC","BUF",NA,"west","west",NA,"BUF_KC_2017"
"NE","MIA","MIA","NE",NA,"north","south",NA,"MIA_NE_2017"
"NYJ","CAR","NYJ","CAR",NA,"east","west",NA,"CAR_NYJ_2017"
"PHI","CHI","CHI","PHI",NA,"north","south",NA,"CHI_PHI_2017"
"LA","NO","NO","LA",NA,"east",NA,NA,"NO_LA_2017"
"SF","SEA","SF","SEA",NA,"north","south",NA,"SEA_SF_2017"
"ARZ","JAX","ARZ","JAX",NA,"south","north",NA,"JAX_ARZ_2017"
"OAK","DEN","DEN","OAK",NA,"north",NA,NA,"DEN_OAK_2017"
"PIT","GB","GB","PIT",NA,"north","north",NA,"GB_PIT_2017"
"BLT","HST","HST","BLT",NA,"east","east",NA,"HST_BLT_2017"
"DAL","WAS","WAS","DAL",NA,"south","south",NA,"WAS_DAL_2017"
"ATL","MIN","ATL","MIN",NA,"west","west",NA,"MIN_ATL_2017"
"BLT","DET","DET","BLT",NA,"east","west",NA,"DET_BLT_2017"
"BUF","NE","NE","BUF",NA,"west","east",NA,"NE_BUF_2017"
"CHI","SF","CHI","SF",NA,"south","south",NA,"SF_CHI_2017"
"GB","TB","GB","TB","TB","north",NA,"north","TB_GB_2017"
"JAX","IND","JAX","IND",NA,"north","north",NA,"IND_JAX_2017"
"MIA","DEN","DEN","MIA",NA,"east",NA,NA,"DEN_MIA_2017"
"NO","CAR","CAR","NO",NA,"north","south",NA,"CAR_NO_2017"
"NYJ","KC","NYJ","KC",NA,"east","west",NA,"KC_NYJ_2017"
"TEN","HST","TEN","HST",NA,"south","north",NA,"HST_TEN_2017"
"LAC","CLV","LAC","CLV",NA,"north","south",NA,"CLV_LAC_2017"
"ARZ","LA","ARZ","LA",NA,"north","south",NA,"LA_ARZ_2017"
"OAK","NYG","OAK","NYG",NA,"south","north",NA,"NYG_OAK_2017"
"SEA","PHI","PHI","SEA",NA,"north","south",NA,"PHI_SEA_2017"
"CIN","PIT","CIN","PIT",NA,"south","south",NA,"PIT_CIN_2017"
"ATL","NO","ATL","NO",NA,"west","west",NA,"NO_ATL_2017"
"BUF","IND","IND","BUF","IND","west","east","west","IND_BUF_2017"
"CAR","MIN","CAR","MIN",NA,"east","west",NA,"MIN_CAR_2017"
"CIN","CHI","CHI","CIN",NA,"south","south",NA,"CHI_CIN_2017"
"CLV","GB","CLV","GB","GB","east","west","west","GB_CLV_2017"
"HST","SF","HST","SF",NA,"east","north",NA,"SF_HST_2017"
"JAX","SEA","SEA","JAX",NA,"north","north",NA,"SEA_JAX_2017"
"KC","OAK","KC","OAK",NA,"west","east",NA,"OAK_KC_2017"
"TB","DET","TB","DET",NA,"south","north",NA,"DET_TB_2017"
"ARZ","TEN","ARZ","TEN",NA,"south","north",NA,"TEN_ARZ_2017"
"DEN","NYJ","NYJ","DEN",NA,NA,"south",NA,"NYJ_DEN_2017"
"LAC","WAS","WAS","LAC",NA,"north","north",NA,"WAS_LAC_2017"
"LA","PHI","LA","PHI",NA,"east",NA,NA,"PHI_LA_2017"
"NYG","DAL","NYG","DAL",NA,"south","north",NA,"DAL_NYG_2017"
"PIT","BAL","PIT","BLT",NA,"south","north",NA,"BAL_PIT_2017"
"MIA","NE","NE","MIA",NA,"east",NA,NA,"NE_MIA_2017"
"IND","DEN","IND","DEN",NA,"north","south",NA,"DEN_IND_2017"
"DET","CHI","CHI","DET",NA,"west","west",NA,"CHI_DET_2017"
"KC","LAC","KC","LAC",NA,"east","west",NA,"LAC_KC_2017"
"BUF","MIA","MIA","BUF",NA,"west","east",NA,"MIA_BUF_2017"
"CAR","GB","CAR","GB",NA,"east","west",NA,"GB_CAR_2017"
"CLV","BAL","CLV","BLT",NA,"east",NA,NA,"BAL_CLV_2017"
"JAX","HST","JAX","HST",NA,"south","north",NA,"HST_JAX_2017"
"MIN","CIN","CIN","MIN",NA,"east",NA,NA,"CIN_MIN_2017"
"NO","NYJ","NYJ","NO",NA,"north","south",NA,"NYJ_NO_2017"
"NYG","PHI","PHI","NYG",NA,"south","north",NA,"PHI_NYG_2017"
"WAS","ARZ","WAS","ARZ",NA,"east","west",NA,"ARZ_WAS_2017"
"SEA","LA","LA","SEA",NA,"south","south",NA,"LA_SEA_2017"
"PIT","NE","NE","PIT",NA,"south","north",NA,"NE_PIT_2017"
"SF","TEN","TEN","SF",NA,"north","south",NA,"TEN_SF_2017"
"OAK","DAL","OAK","DAL",NA,"north","south",NA,"DAL_OAK_2017"
"TB","ATL","TB","ATL",NA,"north","south",NA,"ATL_TB_2017"
"BLT","IND","BLT","IND",NA,"west","west",NA,"IND_BLT_2017"
"GB","MIN","MIN","GB",NA,"north",NA,NA,"MIN_GB_2017"
"CAR","TB","CAR","TB",NA,"east","east",NA,"TB_CAR_2017"
"CHI","CLV","CHI","CLV",NA,"north","south",NA,"CLV_CHI_2017"
"CIN","DET","DET","CIN",NA,"south","north",NA,"DET_CIN_2017"
"KC","MIA","KC","MIA",NA,"west","east",NA,"MIA_KC_2017"
"NE","BUF","BUF","NE",NA,"north","south",NA,"BUF_NE_2017"
"NO","ATL","NO","ATL",NA,"north","north",NA,"ATL_NO_2017"
"NYJ","LAC","NYJ","LAC",NA,"east","east",NA,"LAC_NYJ_2017"
"TEN","LA","TEN","LA",NA,"north","south",NA,"LA_TEN_2017"
"WAS","DEN","WAS","DEN",NA,"east","west",NA,"DEN_WAS_2017"
"SF","JAX","JAX","SF",NA,"north","south",NA,"JAX_SF_2017"
"ARZ","NYG","ARZ","NYG",NA,"north","south",NA,"NYG_ARZ_2017"
"DAL","SEA","SEA","DAL",NA,"south","north",NA,"SEA_DAL_2017"
"HST","PIT","HST","PIT",NA,"north","north",NA,"PIT_HST_2017"
"PHI","OAK","OAK","PHI",NA,"north","south",NA,"OAK_PHI_2017"
"ATL","CAR","CAR","ATL",NA,"east","east",NA,"CAR_ATL_2017"
"BLT","CIN","BLT","CIN",NA,"east","east",NA,"CIN_BLT_2017"
"DET","GB","GB","DET",NA,"east","east",NA,"GB_DET_2017"
"IND","HST","HST","IND",NA,"north","south",NA,"HST_IND_2017"
"MIA","BUF","BUF","MIA",NA,"east",NA,NA,"BUF_MIA_2017"
"MIN","CHI","MIN","CHI",NA,"west",NA,NA,"CHI_MIN_2017"
"NE","NYJ","NYJ","NE",NA,"north","south",NA,"NYJ_NE_2017"
"NYG","WAS","WAS","NYG",NA,"south",NA,NA,"WAS_NYG_2017"
"PHI","DAL","DAL","PHI",NA,"north","south",NA,"DAL_PHI_2017"
"PIT","CLV","CLV","PIT",NA,"south","north",NA,"CLV_PIT_2017"
"TB","NO","NO","TB",NA,"north","north",NA,"NO_TB_2017"
"TEN","JAX","TEN","JAX",NA,"north","south",NA,"JAX_TEN_2017"
"DEN","KC","DEN","KC",NA,"north","south",NA,"KC_DEN_2017"
"LAC","OAK","LAC","OAK",NA,"north","south",NA,"OAK_LAC_2017"
"LA","SF","LA","SF",NA,"east",NA,NA,"SF_LA_2017"
"SEA","ARZ","SEA","ARZ",NA,"south","north",NA,"ARZ_SEA_2017"
