"home_team","away_team","def_team_q1","def_team_q3","def_team_ot","def_direction_q1","def_direction_q3","def_direction_ot","game_id"
"DEN","HST","DEN","HST",NA,"north",NA,NA,"HST_DEN_2018"
"SEA","LAC","LAC","SEA",NA,"north","south",NA,"LAC_SEA_2018"
"NO","LA","LA","NO",NA,"north","south",NA,"LA_NO_2018"
"NE","GB","GB","NE",NA,"north","south",NA,"GB_NE_2018"
"DAL","TEN","TEN","DAL",NA,"south","north",NA,"TEN_DAL_2018"
"PIT","CAR","PIT","CAR",NA,"south","south",NA,"CAR_PIT_2018"
"CHI","DET","DET","CHI",NA,"south",NA,NA,"DET_CHI_2018"
"CIN","NO","CIN","NO",NA,"south","south",NA,"NO_CIN_2018"
"CLV","ATL","ATL","CLV",NA,"west","west",NA,"ATL_CLV_2018"
"GB","MIA","GB","MIA",NA,"north",NA,NA,"MIA_GB_2018"
"IND","JAX","JAX","IND",NA,"south","north",NA,"JAX_IND_2018"
"KC","ARZ","ARZ","KC",NA,"east","west",NA,"ARZ_KC_2018"
"NYJ","BUF","NYJ","BUF",NA,"south","south",NA,"BUF_NYJ_2018"
"TB","WAS","WAS","TB",NA,"south","north",NA,"WAS_TB_2018"
"TEN","NE","NE","TEN",NA,"south","north",NA,"NE_TEN_2018"
"OAK","LAC","LAC","OAK",NA,"south",NA,NA,"LAC_OAK_2018"
"LA","SEA","LA","SEA",NA,"east",NA,NA,"SEA_LA_2018"
"PHI","DAL","DAL","PHI",NA,"south","north",NA,"DAL_PHI_2018"
"SF","NYG","SF","NYG",NA,"south","south",NA,"NYG_SF_2018"
"SEA","GB","GB","SEA",NA,"north","south",NA,"GB_SEA_2018"
"ATL","DAL","DAL","ATL",NA,"west","east",NA,"DAL_ATL_2018"
"BLT","CIN","BLT","CIN",NA,"west","west",NA,"CIN_BLT_2018"
"CHI","MIN","CHI",NA,NA,"south",NA,NA,"MIN_CHI_2018"
"DET","CAR","DET","CAR",NA,"west","west",NA,"CAR_DET_2018"
"IND","TEN","IND","TEN",NA,"south","north",NA,"TEN_IND_2018"
"NYG","TB","TB","NYG",NA,"north","north",NA,"TB_NYG_2018"
"WAS","HST","HST","WAS",NA,"west","east",NA,"HST_WAS_2018"
"ARZ","OAK","OAK","ARZ",NA,"north","south",NA,"OAK_ARZ_2018"
"LAC","DEN","LAC","DEN",NA,NA,"north",NA,"DEN_LAC_2018"
"NO","PHI","NO","PHI",NA,"south","north",NA,"PHI_NO_2018"
"JAX","PIT","PIT","JAX",NA,"north",NA,NA,"PIT_JAX_2018"
"LA","KC","KC","LA",NA,"west",NA,NA,"KC_LA_2018"
"DET","CHI","CHI","DET",NA,"east","west",NA,"CHI_DET_2018"
"DAL","WAS","WAS","DAL",NA,"north","south",NA,"WAS_DAL_2018"
"NO","ATL","ATL","NO",NA,"north","south",NA,"ATL_NO_2018"
"BLT","OAK","BLT","OAK",NA,"east",NA,NA,"OAK_BLT_2018"
"BUF","JAX","JAX","BUF",NA,"west","west",NA,"JAX_BUF_2018"
"CAR","SEA","CAR",NA,NA,"east",NA,NA,"SEA_CAR_2018"
"CIN","CLV","CIN","CLV",NA,"south","south",NA,"CLV_CIN_2018"
"IND","MIA","IND","MIA",NA,"north","north",NA,"MIA_IND_2018"
"NYJ","NE","NE","NYJ",NA,"south","north",NA,"NE_NYJ_2018"
"PHI","NYG","PHI","NYG",NA,"north","south",NA,"NYG_PHI_2018"
"TB","SF","SF","TB",NA,"south","north",NA,"SF_TB_2018"
"LAC","ARZ","LAC","ARZ",NA,"north","south",NA,"ARZ_LAC_2018"
"DEN","PIT","PIT","DEN",NA,"south",NA,NA,"PIT_DEN_2018"
"MIN","GB","GB","MIN",NA,"east",NA,NA,"GB_MIN_2018"
"HST","TEN","HST","TEN",NA,"north","south",NA,"TEN_HST_2018"
"DAL","NO","NO","DAL",NA,"north","north",NA,"NO_DAL_2018"
"ATL","BAL","BLT","ATL",NA,"west","west",NA,"BAL_ATL_2018"
"CIN","DEN","CIN","DEN",NA,"south","north",NA,"DEN_CIN_2018"
"DET","LA","DET","LA",NA,"west","east",NA,"LA_DET_2018"
"GB","ARZ","ARZ","GB",NA,"south",NA,NA,"ARZ_GB_2018"
"HST","CLV","CLV","HST",NA,"north","north",NA,"CLV_HST_2018"
"JAX","IND","IND","JAX",NA,"south",NA,NA,"IND_JAX_2018"
"MIA","BUF","BUF","MIA",NA,"east",NA,NA,"BUF_MIA_2018"
"NYG","CHI","NYG","CHI","CHI","south","south","north","CHI_NYG_2018"
"PIT","LAC","PIT","LAC",NA,"north","north",NA,"LAC_PIT_2018"
"TB","CAR","CAR","TB",NA,"north","south",NA,"CAR_TB_2018"
"OAK","KC","OAK","KC",NA,"south","north",NA,"KC_OAK_2018"
"TEN","NYJ","NYJ","TEN",NA,"north","south",NA,"NYJ_TEN_2018"
"NE","MIN","NE","MIN",NA,"north","north",NA,"MIN_NE_2018"
"SEA","SF","SEA","SF",NA,"north","south",NA,"SF_SEA_2018"
"PHI","WAS","WAS","PHI",NA,"north","north",NA,"WAS_PHI_2018"
"TEN","JAX","JAX","TEN",NA,"north","north",NA,"JAX_TEN_2018"
"BUF","NYJ","NYJ","BUF",NA,"west",NA,NA,"NYJ_BUF_2018"
"CHI","LA","LA",NA,NA,"south",NA,NA,"LA_CHI_2018"
"CLV","CAR","CLV","CAR",NA,"east","west",NA,"CAR_CLV_2018"
"GB","ATL","GB","ATL",NA,"north",NA,NA,"ATL_GB_2018"
"HST","IND","HST","IND",NA,"north","north",NA,"IND_HST_2018"
"KC","BAL","BLT","KC","BLT","east","west","west","BAL_KC_2018"
"MIA","NE","MIA","NE",NA,"west",NA,NA,"NE_MIA_2018"
"TB","NO","NO","TB",NA,"south","north",NA,"NO_TB_2018"
"WAS","NYG","NYG","WAS",NA,"west","west",NA,"NYG_WAS_2018"
"LAC","CIN","CIN","LAC",NA,"north","south",NA,"CIN_LAC_2018"
"SF","DEN","DEN","SF",NA,"north","south",NA,"DEN_SF_2018"
"ARZ","DET","ARZ","DET",NA,"south","north",NA,"DET_ARZ_2018"
"DAL","PHI","PHI","DAL","PHI","south","south","south","PHI_DAL_2018"
"OAK","PIT","PIT","OAK",NA,"south","north",NA,"PIT_OAK_2018"
"SEA","MIN","SEA","MIN",NA,"south","south",NA,"MIN_SEA_2018"
"KC","LAC","KC","LAC",NA,"west","east",NA,"LAC_KC_2018"
"NYJ","HST","HST","NYJ",NA,"south","north",NA,"HST_NYJ_2018"
"DEN","CLV","CLV","DEN",NA,"south",NA,NA,"CLV_DEN_2018"
"ATL","ARZ","ARZ","ATL",NA,"east","east",NA,"ARZ_ATL_2018"
"BLT","TB","BLT","TB",NA,"west","west",NA,"TB_BLT_2018"
"BUF","DET","DET","BUF",NA,"west","west",NA,"DET_BUF_2018"
"CHI","GB","GB",NA,NA,"south",NA,NA,"GB_CHI_2018"
"CIN","OAK","CIN","OAK",NA,"north","south",NA,"OAK_CIN_2018"
"IND","DAL","IND","DAL",NA,"south","south",NA,"DAL_IND_2018"
"JAX","WAS","WAS","JAX",NA,"north",NA,NA,"WAS_JAX_2018"
"MIN","MIA","MIA","MIN",NA,"west",NA,NA,"MIA_MIN_2018"
"NYG","TEN","NYG","TEN",NA,"south","north",NA,"TEN_NYG_2018"
"SF","SEA","SEA","SF","SF","north","south","north","SEA_SF_2018"
"PIT","NE","NE","PIT",NA,"north","north",NA,"NE_PIT_2018"
"LA","PHI","PHI","LA",NA,"west",NA,NA,"PHI_LA_2018"
"CAR","NO","NO","CAR",NA,"east","west",NA,"NO_CAR_2018"
"IND","NYG","NYG","IND",NA,"north","south",NA,"NYG_IND_2018"
"LAC","BAL","BLT","LAC",NA,"north",NA,NA,"BAL_LAC_2018"
"MIA","JAX","JAX","MIA",NA,"west",NA,NA,"JAX_MIA_2018"
"TEN","WAS","TEN","WAS",NA,"south","north",NA,"WAS_TEN_2018"
"CAR","ATL","ATL","CAR",NA,"west","east",NA,"ATL_CAR_2018"
"CLV","CIN","CIN","CLV",NA,"east","west",NA,"CIN_CLV_2018"
"DAL","TB","DAL","TB",NA,"south","north",NA,"TB_DAL_2018"
"DET","MIN","MIN","DET",NA,"west","west",NA,"MIN_DET_2018"
"NE","BUF","NE","BUF",NA,"north","north",NA,"BUF_NE_2018"
"NYJ","GB","GB","NYJ","NYJ","south","north","south","GB_NYJ_2018"
"PHI","HST","PHI","HST",NA,"north","south",NA,"HST_PHI_2018"
"ARZ","LA","ARZ","LA",NA,"north","north",NA,"LA_ARZ_2018"
"SF","CHI","SF","CHI",NA,"south",NA,NA,"CHI_SF_2018"
"NO","PIT","NO","PIT",NA,"north","north",NA,"PIT_NO_2018"
"SEA","KC","SEA","KC",NA,"south","south",NA,"KC_SEA_2018"
"OAK","DEN","OAK","DEN",NA,"south","north",NA,"DEN_OAK_2018"
"BLT","CLV","BLT","CLV",NA,"west","west",NA,"CLV_BLT_2018"
"BUF","MIA","MIA","BUF",NA,"east","east",NA,"MIA_BUF_2018"
"GB","DET","GB","DET",NA,"north",NA,NA,"DET_GB_2018"
"HST","JAX","JAX","HST",NA,"north","south",NA,"JAX_HST_2018"
"KC","OAK","OAK","KC",NA,"east","west",NA,"OAK_KC_2018"
"MIN","CHI","CHI","MIN",NA,"east",NA,NA,"CHI_MIN_2018"
"NE","NYJ","NYJ","NE",NA,"north","south",NA,"NYJ_NE_2018"
"NO","CAR","NO","CAR",NA,"north","north",NA,"CAR_NO_2018"
"NYG","DAL","DAL","NYG",NA,"south","south",NA,"DAL_NYG_2018"
"PIT","CIN","CIN","PIT",NA,"south","south",NA,"CIN_PIT_2018"
"TB","ATL","ATL","TB",NA,"north","south",NA,"ATL_TB_2018"
"TEN","IND","IND","TEN",NA,"north","north",NA,"IND_TEN_2018"
"WAS","PHI","PHI","WAS",NA,"west","east",NA,"PHI_WAS_2018"
"DEN","LAC","DEN","LAC",NA,"north",NA,NA,"LAC_DEN_2018"
"LA","SF","LA","SF",NA,"east",NA,NA,"SF_LA_2018"
"SEA","ARZ","SEA","ARZ",NA,"south","north",NA,"ARZ_SEA_2018"
